seed,model,kernel,pca_components,C,gamma,inner_cv_f1_mean,inner_cv_f1_std,inner_cv_accuracy_mean,inner_cv_accuracy_std,inner_cv_roc_auc_mean,inner_cv_roc_auc_std,n_folds
2026,RBF SVM — PCA 4,rbf,4,0.1,0.01,0.9118568726355611,0.03609984839228798,0.9384615384615385,0.025298603149937017,0.9876160990712075,0.00803530005283664,5
2026,RBF SVM — PCA 4,rbf,4,0.1,0.1,0.9177334437669697,0.028443185955563055,0.9384615384615385,0.021421526032547166,0.9861713106295149,0.01137182791358549,5
2026,RBF SVM — PCA 4,rbf,4,0.1,1.0,0.0,0.0,0.6263736263736264,0.0,0.9682146542827658,0.02212352986210606,5
2026,RBF SVM — PCA 4,rbf,4,1.0,scale,0.9494575976931546,0.02678788369980023,0.9626373626373625,0.019962529807236236,0.993704850361197,0.006611999372400953,5
2026,RBF SVM — PCA 4,rbf,4,1.0,auto,0.941172972263996,0.01627815677150181,0.956043956043956,0.010989010989011016,0.9785345717234261,0.024346585975493284,5
2026,RBF SVM — PCA 4,rbf,4,1.0,0.01,0.9448214285714286,0.03407159703462395,0.9604395604395604,0.02407571681341389,0.9933952528379774,0.006417876920840483,5
2026,RBF SVM — PCA 4,rbf,4,1.0,0.1,0.9499110934727373,0.021958804381896357,0.9626373626373625,0.016665660316596827,0.9880288957688338,0.011689328164824849,5
2026,RBF SVM — PCA 4,rbf,4,1.0,1.0,0.8919896218518539,0.03548626493824465,0.9120879120879121,0.031081616755452634,0.962951496388029,0.02465844882662954,5
2026,RBF SVM — PCA 4,rbf,4,10.0,scale,0.925054985700147,0.031395320722537944,0.945054945054945,0.02197802197802196,0.9889576883384933,0.011803793268204698,5
2026,RBF SVM — PCA 4,rbf,4,10.0,auto,0.9189091471955922,0.032057573885886315,0.9384615384615385,0.02278729819047003,0.9607843137254901,0.028690020112771927,5
2026,RBF SVM — PCA 4,rbf,4,10.0,0.01,0.9551206481527702,0.028600065891725365,0.9670329670329672,0.020558557070186514,0.993498452012384,0.006273117818546577,5
2026,RBF SVM — PCA 4,rbf,4,10.0,0.1,0.9295970258223779,0.024530763546930817,0.9472527472527472,0.019657740461536614,0.9800825593395253,0.013552138215833055,5
2026,RBF SVM — PCA 4,rbf,4,10.0,1.0,0.8918238620341649,0.03810829507878604,0.9120879120879121,0.03296703296703295,0.95562435500516,0.01889207393088014,5
2026,RBF SVM — PCA 4,rbf,4,100.0,scale,0.9206065796488332,0.023347885744328674,0.9406593406593406,0.018388132451298347,0.9814241486068112,0.011363630312458836,5
2026,RBF SVM — PCA 4,rbf,4,100.0,auto,0.9028982631657894,0.02956512085228375,0.9252747252747252,0.021137784683155355,0.9480908152734777,0.02234208499822387,5
2026,RBF SVM — PCA 4,rbf,4,100.0,0.01,0.9320638487892008,0.02700444038066339,0.9494505494505494,0.019962529807236194,0.9919504643962848,0.008130824498835088,5
2026,RBF SVM — PCA 4,rbf,4,100.0,0.1,0.9045945551020178,0.018023371828555953,0.9274725274725275,0.012529400275814699,0.9685242518059856,0.024144527011969737,5
2026,RBF SVM — PCA 4,rbf,4,100.0,1.0,0.8918238620341649,0.03810829507878604,0.9120879120879121,0.03296703296703295,0.9551083591331271,0.01862595010090822,5
2026,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.01,none,0.0,0.0,0.6263736263736264,0.0,0.9559339525283799,0.00865428301186041,5
2026,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,0.1,none,0.3423620823620824,0.09946845785688206,0.7032967032967032,0.025771515163864986,0.9560371517027864,0.008835440575027479,5
2026,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,1.0,none,0.8701724208627194,0.0345172065938307,0.9054945054945055,0.02529860314993701,0.9619195046439628,0.007997103721799556,5
2026,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,10.0,none,0.8166216911503797,0.07362077259132908,0.8659340659340659,0.0551643973538951,0.9437564499484005,0.014164063190207207,5
2026,"QSVC — PCA 4 / 4Q (reps=1, full)",quantum,4,100.0,none,0.7848251681862591,0.08276621185146377,0.8395604395604396,0.06341335404946592,0.9319917440660476,0.028707183517528993,5
